label,text
Dengue,"I've been vomiting for a few days now and I've been feeling really sick. I have stomach pains and dizziness, and I've lost my appetite. My arms, back, and neck are also in pain."
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Bronchial Asthma,"I've been coughing a lot and I can't seem to get rid of it. I'm also short of breath and I've been coughing up a lot of thick, mucusy saliva. I feel really tired and weak."
Dengue,"I'm experiencing extreme body pain, headache and vomiting. I've developed red spots all over my body and I'm very itchy."
Common Cold,I have a bad cold. I've been sneezing a lot and I have a sore throat. I also have a lot of mucus in my nose and throat. My neck is a little swollen and it hurts when I swallow.
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos)"
Jaundice,"itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Dengue,"I have rashes on my skin, which itch when I touch them. My joints pain all day and I don't feel good. At night, I have mild fever and get chills, which makes it difficult for me to sleep."
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Psoriasis,"skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Arthritis,"My muscles are weak, and my neck is stiff. My joints are swollen, and it's hard to move around. Walking is uncomfortable."
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Pneumonia,"fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Dengue,"chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Common Cold,"continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Malaria,"I've been having a fever for a few days now, and it's been getting worse. I'm also really itchy, and I've been throwing up. I feel really weak and tired, and my head hurts. My muscles are also really sore."
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Migraine,"acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Arthritis,"I've been having stiffness and weakness in my neck muscles lately. My joints have gotten stiff, so it's hard for me to run without getting stiff. Walking has also been uncomfortable."
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Bronchial Asthma,I've been having a lot of trouble breathing lately. I've been coughing up a lot of phlegm and my chest feels tight. I'm also feeling really tired and weak.
Common Cold,I've been having a runny nose and a sore throat for a few days now. I also feel like I have a fever and my body aches.
Pneumonia,"I've been feeling really tired and achy, and I can't seem to shake this cough. When I cough, my chest hurts and my heart feels like it's racing. I've also been coughing up a lot of nasty, rusty-colored phlegm."
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain"
Migraine,"I've been feeling really grumpy and gloomy lately, and I've also noticed a change in my vision. I think it might be a migraine."
Bronchial Asthma,"cough,high_fever,breathlessness,family_history,mucoid_sputum"
Typhoid,"I've been feeling really tired and weak, and I can't seem to shake it. I've also lost my appetite because of the vomiting and nausea. My stomach is also hurting me."
Migraine,"acidity,indigestion,headache,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Pneumonia,"chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain"
Acne,"skin_rash,pus_filled_pimples,blackheads"
Jaundice,"I have been feeling really sick lately. I have been vomiting, I am tired all the time, and I have lost a lot of weight. My skin has turned yellow, and my urine is dark. I have also been having abdominal pain."
Dengue,I have a high fever and a severe headache. My body aches and I feel chills every night. I also have a pain behind my eyes.
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Pneumonia,"I've been feeling really cold, and I'm so tired. I can't seem to shake this cough, and it hurts when I cough. My chest aches, and my heart is racing. The mucus I'm coughing up is a disgusting brownish color."
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Acne,"skin_rash,pus_filled_pimples,scurring"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Common Cold,I've been feeling really tired and sick. My throat is really sore and I've been coughing a lot. My nose is really stuffy and I have a lot of pressure in my sinuses. I feel really miserable and exhausted.
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose"
Psoriasis,"skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Common Cold,"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Migraine,"indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Malaria,"vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Dengue,I've been shivering and shivering and I feel cold. My fever is really high. I have rashes on my arms and red patches on my neck.
Malaria,"I've had a high fever, vomiting, chills, and intense itching. I also have a headache and am sweating a lot. I'm feeling nauseous, and my muscles hurt a lot."
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Arthritis,"My neck is really stiff, and my muscles are weak. My joints are swollen, and it's hard for me to move without getting stiff. Walking is also unpleasant."
Bronchial Asthma,"I've been having trouble breathing, and I've been coughing a lot. I'm also really tired. I've been coughing up a lot of thick, mucusy stuff. It's been really hard to deal with all of this."
Psoriasis,"I have red, irritated skin on my arms, face, and back. It's often itchy and uncomfortable. My nails are also inflamed and have small dents in them. I've never seen anything like this before."
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Dengue,I have a skin rash that is red and swollen. I also have a severe fever and body pain.
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Psoriasis,"joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Impetigo,"I have a fever, headache, and a rash on my arms and face. I'm also worried about the red sores around my nose and lips."
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain"
Malaria,"I'm experiencing a high fever, chills, nausea, and severe itching. I also have a headache and have been sweating a lot. I've also been experiencing muscle aches."
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Impetigo,I've been having a fever for a few days and I have sores around my nose and rashes on my body. The sores are really bad and I'm feeling really sick.
Dengue,I have been experiencing muscle pain that makes it difficult for me to move around. I have lost my apetite and feel vomiting. My legs and back pain a lot. I have been feeling very weak and tired. 
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
Bronchial Asthma,"I've been coughing a lot, and I'm really tired. I have a fever, and it's hard to breathe. I also cough up a lot of mucous."
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances"
Malaria,"I've been having a really high fever, chills, and nausea. I've also been sweating a lot and my muscles hurt. I feel really queasy and have a headache."
Bronchial Asthma,"I've been having a dry cough, breathing difficulties, and a high fever. I'm also producing a lot of mucous and feel incredibly weak and tired."
Bronchial Asthma,"I've been feeling really tired and weak, and I have a cough that won't go away. My fever is really high, and it's hard to breathe. I've been coughing up a lot of mucus."
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Common Cold,I have a really bad cold. I can't stop coughing and my sinuses are all blocked. I have a lot of mucus and my chest hurts. I can't smell anything and my muscles are really sore.
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Impetigo,"I have sores on my face, mostly near my nose and lips. They are painful and have a yellow or rust-colored discharge."
Pneumonia,"chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Impetigo,"high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Malaria,"chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Malaria,"I've been having a high fever, chills, and intense itching. I also have a headache and I'm sweating a lot. I've been feeling nauseous and my muscles are aching."
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Malaria,"chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain"
Jaundice,I've been throwing up and having stomach pain. I've also lost weight and am really exhausted. I have a high fever and yellow skin.
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Psoriasis,"My skin is dry and flaky, and I get infections easily. My joints are in a lot of pain, and the skin on my knees and elbows is peeling off."
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Impetigo,"I have a rash around my nose that is red and inflamed. The rash has caused my skin to become dry and flaky, and there is a yellow colored fluid coming out of the sores."
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Jaundice,I've been feeling really sick and tired. I've lost weight and have a fever. My urine is dark and my skin is yellow. I also have stomach pain.
Psoriasis,"skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Psoriasis,"I have thick, scaly skin on my palms and soles. The skin is also cracked and painful."
Acne,"skin_rash,pus_filled_pimples,blackheads"
Psoriasis,"I've been having trouble sleeping because of the rash. It's itchy and painful. I've also noticed that my nails have little dents in them, which is really alarming. And my joints are sore every day, and I don't know why."
Arthritis,"muscle_weakness,stiff_neck,movement_stiffness,painful_walking"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Psoriasis,"skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Bronchial Asthma,"fatigue,cough,high_fever,family_history,mucoid_sputum"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Jaundice,I've been feeling really sick and tired. I've lost weight and have a fever. My urine is dark and my skin is yellow. I've also been having stomach pain.
Acne,"skin_rash,pus_filled_pimples,scurring"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Common Cold,"continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Impetigo,"skin_rash,high_fever,blister,yellow_crust_ooze"
Pneumonia,I'm sweating a lot and can't catch my breath. My throat is full of phlegm and I feel awful. My heart is racing and my chest hurts. I'm coughing up brown stuff.
Psoriasis,"I've had this rash on my arms, legs, and chest for a few weeks. It's red and itchy, and it's covered in dry, scaly spots. I also have some pain in my joints."
Malaria,"I've been feeling really sick for the past few days. I have a high fever, chills, and intense itching. I've also been vomiting and sweating a lot. My head hurts and I feel nauseous and achy all over."
Arthritis,"I have been experiencing muscle weakness and stiffness in my neck, as well as swelling in my joints. This makes it difficult for me to walk around without feeling stiff and uncomfortable."
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Impetigo,"I have a rash on my face, neck, and arms. It's red and burning. I'm worried about it."
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances"
Typhoid,I have been having some constipation and belly pain for a few days now. The pain has been getting worse and it's really affecting my daily life. I'm also feeling really tired and weak.
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Acne,"skin_rash,pus_filled_pimples,blackheads"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Malaria,"I have a high fever, severe itching, chills, and vomiting. I also have a headache and have been perspiring a lot. Additionally, I have been nauseous and my muscles hurt."
Bronchial Asthma,"I've been having trouble breathing, and I've been coughing a lot. I've been coughing up a lot of thick, mucoid sputum and have a high fever."
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Malaria,"chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Bronchial Asthma,"I've been having a hard time breathing, and I've been coughing up a lot of mucous. I'm also feeling really tired and weak."
Common Cold,I've been coughing a lot and having trouble breathing. My throat hurts and I feel like I have a lot of phlegm in my chest. My nose has been running a lot and I feel really stuffy.
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Typhoid,I have been having a stomach ache for the past week. It is not getting better even with medication. I feel like vomiting and I can't eat anything. I have become very weak.
Psoriasis,"I have thick, cracked skin on my fingers and soles that hurts and bleeds frequently. The skin is also itchy and covered with scales."
Typhoid,"chills,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Arthritis,I've been having a lot of pain in my joints lately. My neck has been really stiff and it's hard for me to move it around. My joints have been swelling up and it's hard for me to move around without feeling stiff. Walking has been really painful too.
Impetigo,"skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze"
Malaria,"chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Psoriasis,"skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Impetigo,"I have a rash around my nose and mouth, and it's spreading to other parts of my body. I also have a fever."
Bronchial Asthma,"fatigue,cough,high_fever,family_history,mucoid_sputum"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression,irritability,visual_disturbances"
Common Cold,"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Malaria,"chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Pneumonia,"chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,painful_walking"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Bronchial Asthma,"cough,high_fever,breathlessness,family_history,mucoid_sputum"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Dengue,"skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Common Cold,I've been sneezing and coughing for a few days now. I'm also feeling really tired and weak. My fever is pretty high.
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Pneumonia,"chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Arthritis,I have been experiencing stiffness and weakness in my neck muscles recently. My joints have grown and it is hard for me to walk without getting stiff. Walking has been extremely uncomfortable.
Impetigo,"I have a fever, headache, and a rash on my arms and face. I'm really worried about it. I also have red sores near my nose."
Common Cold,I've been feeling really run down lately. My sinuses are stuffy and my eyes are red. My throat is scratchy and I've been coughing up a lot of phlegm. I also have some swollen lymph nodes.
Jaundice,"itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Psoriasis,"I have been experiencing a red, itchy, scaly rash on my arms, legs, and torso for the past few weeks."
Pneumonia,"I've been coughing a lot recently, and it hurts when I breathe deeply. I'm also feeling really cold and tired, and my heart is beating really fast. When I cough, I sometimes cough up phlegm that's a little bloody."
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Typhoid,"I've been having a hard time going to the bathroom, and my stomach has been hurting. I also had a fever last night."
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Pneumonia,"chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Migraine,"I have been having a lot of headaches, and they are really bad. I also have some vision problems, and I feel really sick to my stomach."
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Dengue,"skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Malaria,"I've been feeling really sick lately. I have a high fever, chills, and severe itching. I've also been vomiting and sweating a lot. I have a headache and my muscles are sore."
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Migraine,"acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Psoriasis,"I have been experiencing a skin rash on my arms, legs, and torso for the past few weeks. It is red, itchy, and covered in dry, scaly patches."
Psoriasis,"My skin has been peeling, especially on my knees, elbows, and scalp. This peeling is often accompanied by a burning or stinging sensation."
Psoriasis,"I have been experiencing joint pain in my fingers, wrists, and knees. The pain is often achy and throbbing, and it gets worse when I move my joints."
Psoriasis,"There is a silver like dusting on my skin, especially on my lower back and scalp. This dusting is made up of small scales that flake off easily when I scratch them."
Psoriasis,"My nails have small dents or pits in them, and they often feel inflammatory and tender to the touch. Even there are minor rashes on my arms."
Psoriasis,The skin on my palms and soles is thickened and has deep cracks. These cracks are painful and bleed easily.
Psoriasis,"The skin around my mouth, nose, and eyes is red and inflamed. It is often itchy and uncomfortable. There is a noticeable inflammation in my nails."
